Circuit,Date,Excel Time,Value,Notes,Timezone,Year,Month,Day,Hour,Minute,Buffer,D1Limit,D2Limit,D3Limit,DemandLimit
B,2024-08-24 21:51:31-04:00,45528.91078,4098,,EDT,2024,8,24,21,51,75,3779,3929,4079,D3
A,2024-08-24 21:51:43-04:00,45528.91091,6395,,EDT,2024,8,24,21,51,150,7227,7527,7827,D0
B,2024-08-24 22:06:32-04:00,45528.9212,4048,,EDT,2024,8,24,22,6,75,3779,3929,4079,D3
A,2024-08-24 22:06:44-04:00,45528.92134,6317,,EDT,2024,8,24,22,6,150,7227,7527,7827,D0
B,2024-08-24 22:21:33-04:00,45528.93163,4048,,EDT,2024,8,24,22,21,75,3779,3929,4079,D3
A,2024-08-24 22:21:45-04:00,45528.93177,6148,,EDT,2024,8,24,22,21,150,7227,7527,7827,D0
B,2024-08-24 22:36:34-04:00,45528.94206,3986,,EDT,2024,8,24,22,36,75,3779,3929,4079,D2
A,2024-08-24 22:36:46-04:00,45528.9422,6120,,EDT,2024,8,24,22,36,150,7227,7527,7827,D0
B,2024-08-24 22:51:35-04:00,45528.95249,3980,,EDT,2024,8,24,22,51,75,3779,3929,4079,D2
A,2024-08-24 22:51:47-04:00,45528.95263,6085,,EDT,2024,8,24,22,51,150,7227,7527,7827,D0
B,2024-08-24 23:06:36-04:00,45528.96292,3993,,EDT,2024,8,24,23,6,75,3779,3929,4079,D2
B,2024-08-24 23:06:36-04:00,45528.96292,3993,,EDT,2024,8,24,23,6,75,3779,3929,4079,D2
A,2024-08-24 23:06:48-04:00,45528.96306,5908,,EDT,2024,8,24,23,6,150,7227,7527,7827,D0
B,2024-08-24 23:21:37-04:00,45528.97334,3957,,EDT,2024,8,24,23,21,75,3779,3929,4079,D2
A,2024-08-24 23:21:49-04:00,45528.97348,5857,,EDT,2024,8,24,23,21,150,7227,7527,7827,D0
B,2024-08-24 23:36:38-04:00,45528.98377,3846,,EDT,2024,8,24,23,36,75,3779,3929,4079,D1
A,2024-08-24 23:36:50-04:00,45528.98391,5752,,EDT,2024,8,24,23,36,150,7227,7527,7827,D0
B,2024-08-24 23:51:39-04:00,45528.9942,3875,,EDT,2024,8,24,23,51,75,3779,3929,4079,D1
A,2024-08-24 23:51:51-04:00,45528.99434,5744,,EDT,2024,8,24,23,51,150,7227,7527,7827,D0
B,2024-08-25 00:06:40-04:00,45529.00463,3831,,EDT,2024,8,25,0,6,75,3779,3929,4079,D1
A,2024-08-25 00:06:52-04:00,45529.00477,5599,,EDT,2024,8,25,0,6,150,7227,7527,7827,D0
B,2024-08-25 00:21:41-04:00,45529.01506,3801,,EDT,2024,8,25,0,21,75,3779,3929,4079,D1
A,2024-08-25 00:21:53-04:00,45529.0152,5634,,EDT,2024,8,25,0,21,150,7227,7527,7827,D0
B,2024-08-25 00:36:42-04:00,45529.02549,3796,,EDT,2024,8,25,0,36,75,3779,3929,4079,D1
A,2024-08-25 00:36:54-04:00,45529.02562,5643,,EDT,2024,8,25,0,36,150,7227,7527,7827,D0
B,2024-08-25 00:51:43-04:00,45529.03591,3866,,EDT,2024,8,25,0,51,75,3779,3929,4079,D1
B,2024-08-25 00:51:43-04:00,45529.03591,3866,,EDT,2024,8,25,0,51,75,3779,3929,4079,D1
A,2024-08-25 00:51:55-04:00,45529.03605,5511,,EDT,2024,8,25,0,51,150,7227,7527,7827,D0
B,2024-08-25 01:06:44-04:00,45529.04634,3761,,EDT,2024,8,25,1,6,75,3779,3929,4079,D1
A,2024-08-25 01:06:56-04:00,45529.04648,5541,,EDT,2024,8,25,1,6,150,7227,7527,7827,D0
B,2024-08-25 01:21:45-04:00,45529.05677,3735,,EDT,2024,8,25,1,21,75,3779,3929,4079,D1
A,2024-08-25 01:21:57-04:00,45529.05691,5463,,EDT,2024,8,25,1,21,150,7227,7527,7827,D0
B,2024-08-25 01:36:46-04:00,45529.0672,3739,,EDT,2024,8,25,1,36,75,3779,3929,4079,D1
B,2024-08-25 01:36:46-04:00,45529.0672,3739,,EDT,2024,8,25,1,36,75,3779,3929,4079,D1
A,2024-08-25 01:36:58-04:00,45529.06734,5526,,EDT,2024,8,25,1,36,150,7227,7527,7827,D0
B,2024-08-25 01:51:47-04:00,45529.07763,3673,,EDT,2024,8,25,1,51,75,3779,3929,4079,D0
A,2024-08-25 01:51:59-04:00,45529.07777,5371,,EDT,2024,8,25,1,51,150,7227,7527,7827,D0
B,2024-08-25 02:06:48-04:00,45529.08806,3692,,EDT,2024,8,25,2,6,75,3779,3929,4079,D0
A,2024-08-25 02:07:00-04:00,45529.08819,5380,,EDT,2024,8,25,2,7,150,7227,7527,7827,D0
B,2024-08-25 02:21:49-04:00,45529.09848,3654,,EDT,2024,8,25,2,21,75,3779,3929,4079,D0
A,2024-08-25 02:22:01-04:00,45529.09862,5381,,EDT,2024,8,25,2,22,150,7227,7527,7827,D0
B,2024-08-25 02:36:50-04:00,45529.10891,3731,,EDT,2024,8,25,2,36,75,3779,3929,4079,D0
A,2024-08-25 02:37:02-04:00,45529.10905,5363,,EDT,2024,8,25,2,37,150,7227,7527,7827,D0
B,2024-08-25 02:51:51-04:00,45529.11934,3643,,EDT,2024,8,25,2,51,75,3779,3929,4079,D0
A,2024-08-25 02:52:03-04:00,45529.11948,5013,,EDT,2024,8,25,2,52,150,7227,7527,7827,D0
B,2024-08-25 03:06:52-04:00,45529.12977,3601,,EDT,2024,8,25,3,6,75,3779,3929,4079,D0
B,2024-08-25 03:06:52-04:00,45529.12977,3601,,EDT,2024,8,25,3,6,75,3779,3929,4079,D0
A,2024-08-25 03:07:04-04:00,45529.12991,5112,,EDT,2024,8,25,3,7,150,7227,7527,7827,D0
B,2024-08-25 03:21:53-04:00,45529.1402,3579,,EDT,2024,8,25,3,21,75,3779,3929,4079,D0
A,2024-08-25 03:22:05-04:00,45529.14034,5182,,EDT,2024,8,25,3,22,150,7227,7527,7827,D0
B,2024-08-25 03:36:54-04:00,45529.15062,3561,,EDT,2024,8,25,3,36,75,3779,3929,4079,D0
B,2024-08-25 03:36:54-04:00,45529.15062,3561,,EDT,2024,8,25,3,36,75,3779,3929,4079,D0
A,2024-08-25 03:37:06-04:00,45529.15076,5151,,EDT,2024,8,25,3,37,150,7227,7527,7827,D0
B,2024-08-25 03:51:55-04:00,45529.16105,3614,,EDT,2024,8,25,3,51,75,3779,3929,4079,D0
A,2024-08-25 03:52:07-04:00,45529.16119,5151,,EDT,2024,8,25,3,52,150,7227,7527,7827,D0
B,2024-08-25 04:06:56-04:00,45529.17148,3562,,EDT,2024,8,25,4,6,75,3779,3929,4079,D0
B,2024-08-25 04:06:56-04:00,45529.17148,3562,,EDT,2024,8,25,4,6,75,3779,3929,4079,D0
A,2024-08-25 04:07:08-04:00,45529.17162,5115,,EDT,2024,8,25,4,7,150,7227,7527,7827,D0
A,2024-08-25 04:07:08-04:00,45529.17162,5115,,EDT,2024,8,25,4,7,150,7227,7527,7827,D0
B,2024-08-25 04:21:57-04:00,45529.18191,3659,,EDT,2024,8,25,4,21,75,3779,3929,4079,D0
A,2024-08-25 04:22:09-04:00,45529.18205,5102,,EDT,2024,8,25,4,22,150,7227,7527,7827,D0
B,2024-08-25 04:36:58-04:00,45529.19234,3606,,EDT,2024,8,25,4,36,75,3779,3929,4079,D0
A,2024-08-25 04:37:10-04:00,45529.19248,5151,,EDT,2024,8,25,4,37,150,7227,7527,7827,D0
B,2024-08-25 04:51:59-04:00,45529.20277,3591,,EDT,2024,8,25,4,51,75,3779,3929,4079,D0
A,2024-08-25 04:52:11-04:00,45529.20291,5042,,EDT,2024,8,25,4,52,150,7227,7527,7827,D0
B,2024-08-25 05:07:00-04:00,45529.21319,3627,,EDT,2024,8,25,5,7,75,3779,3929,4079,D0
A,2024-08-25 05:07:12-04:00,45529.21333,5210,,EDT,2024,8,25,5,7,150,7227,7527,7827,D0
B,2024-08-25 05:22:01-04:00,45529.22362,3594,,EDT,2024,8,25,5,22,75,3779,3929,4079,D0
A,2024-08-25 05:22:13-04:00,45529.22376,5121,,EDT,2024,8,25,5,22,150,7227,7527,7827,D0
B,2024-08-25 05:37:02-04:00,45529.23405,3634,,EDT,2024,8,25,5,37,75,3779,3929,4079,D0
B,2024-08-25 05:37:02-04:00,45529.23405,3634,,EDT,2024,8,25,5,37,75,3779,3929,4079,D0
A,2024-08-25 05:37:14-04:00,45529.23419,5088,,EDT,2024,8,25,5,37,150,7227,7527,7827,D0
A,2024-08-25 05:37:14-04:00,45529.23419,5088,,EDT,2024,8,25,5,37,150,7227,7527,7827,D0
B,2024-08-25 05:52:03-04:00,45529.24448,3559,,EDT,2024,8,25,5,52,75,3779,3929,4079,D0
A,2024-08-25 05:52:15-04:00,45529.24462,5076,,EDT,2024,8,25,5,52,150,7227,7527,7827,D0
B,2024-08-25 06:07:04-04:00,45529.25491,3612,,EDT,2024,8,25,6,7,75,3779,3929,4079,D0
A,2024-08-25 06:07:16-04:00,45529.25505,4992,,EDT,2024,8,25,6,7,150,7227,7527,7827,D0
B,2024-08-25 06:22:05-04:00,45529.26534,3585,,EDT,2024,8,25,6,22,75,3779,3929,4079,D0
A,2024-08-25 06:22:17-04:00,45529.26547,5028,,EDT,2024,8,25,6,22,150,7227,7527,7827,D0
B,2024-08-25 06:37:06-04:00,45529.27576,3465,,EDT,2024,8,25,6,37,75,3779,3929,4079,D0
B,2024-08-25 06:37:06-04:00,45529.27576,3465,,EDT,2024,8,25,6,37,75,3779,3929,4079,D0
A,2024-08-25 06:37:18-04:00,45529.2759,4828,,EDT,2024,8,25,6,37,150,7227,7527,7827,D0
B,2024-08-25 06:52:07-04:00,45529.28619,3424,,EDT,2024,8,25,6,52,75,3779,3929,4079,D0
A,2024-08-25 06:52:19-04:00,45529.28633,4797,,EDT,2024,8,25,6,52,150,7227,7527,7827,D0
B,2024-08-25 07:07:08-04:00,45529.29662,3504,,EDT,2024,8,25,7,7,75,3779,3929,4079,D0
A,2024-08-25 07:07:20-04:00,45529.29676,4763,,EDT,2024,8,25,7,7,150,7227,7527,7827,D0
B,2024-08-25 07:22:09-04:00,45529.30705,3474,,EDT,2024,8,25,7,22,75,3779,3929,4079,D0
A,2024-08-25 07:22:21-04:00,45529.30719,4732,,EDT,2024,8,25,7,22,150,7227,7527,7827,D0
B,2024-08-25 07:37:10-04:00,45529.31748,3484,,EDT,2024,8,25,7,37,75,3779,3929,4079,D0
A,2024-08-25 07:37:22-04:00,45529.31762,4791,,EDT,2024,8,25,7,37,150,7227,7527,7827,D0
B,2024-08-25 07:52:11-04:00,45529.32791,3353,,EDT,2024,8,25,7,52,75,3779,3929,4079,D0
A,2024-08-25 07:52:23-04:00,45529.32804,4842,,EDT,2024,8,25,7,52,150,7227,7527,7827,D0
B,2024-08-25 08:07:12-04:00,45529.33833,3057,,EDT,2024,8,25,8,7,75,3779,3929,4079,D0
A,2024-08-25 08:07:24-04:00,45529.33847,4967,,EDT,2024,8,25,8,7,150,7227,7527,7827,D0
B,2024-08-25 08:22:13-04:00,45529.34876,3385,,EDT,2024,8,25,8,22,75,3779,3929,4079,D0
B,2024-08-25 08:22:13-04:00,45529.34876,3385,,EDT,2024,8,25,8,22,75,3779,3929,4079,D0
A,2024-08-25 08:22:25-04:00,45529.3489,5086,,EDT,2024,8,25,8,22,150,7227,7527,7827,D0
B,2024-08-25 08:37:14-04:00,45529.35919,3331,,EDT,2024,8,25,8,37,75,3779,3929,4079,D0
A,2024-08-25 08:37:26-04:00,45529.35933,5172,,EDT,2024,8,25,8,37,150,7227,7527,7827,D0
B,2024-08-25 08:52:15-04:00,45529.36962,2918,,EDT,2024,8,25,8,52,75,3779,3929,4079,D0
A,2024-08-25 08:52:27-04:00,45529.36976,5248,,EDT,2024,8,25,8,52,150,7227,7527,7827,D0
B,2024-08-25 09:07:16-04:00,45529.38005,2831,,EDT,2024,8,25,9,7,75,3779,3929,4079,D0
B,2024-08-25 09:07:16-04:00,45529.38005,2831,,EDT,2024,8,25,9,7,75,3779,3929,4079,D0
A,2024-08-25 09:07:28-04:00,45529.38019,5429,,EDT,2024,8,25,9,7,150,7227,7527,7827,D0
A,2024-08-25 09:07:28-04:00,45529.38019,5429,,EDT,2024,8,25,9,7,150,7227,7527,7827,D0
B,2024-08-25 09:22:17-04:00,45529.39047,2675,,EDT,2024,8,25,9,22,75,3779,3929,4079,D0
A,2024-08-25 09:22:29-04:00,45529.39061,5505,,EDT,2024,8,25,9,22,150,7227,7527,7827,D0
B,2024-08-25 09:37:19-04:00,45529.40091,2658,,EDT,2024,8,25,9,37,75,3779,3929,4079,D0
A,2024-08-25 09:37:31-04:00,45529.40105,5551,,EDT,2024,8,25,9,37,150,7227,7527,7827,D0
B,2024-08-25 09:52:20-04:00,45529.41134,2676,,EDT,2024,8,25,9,52,75,3779,3929,4079,D0
A,2024-08-25 09:52:32-04:00,45529.41148,5831,,EDT,2024,8,25,9,52,150,7227,7527,7827,D0
B,2024-08-25 10:07:21-04:00,45529.42177,2614,,EDT,2024,8,25,10,7,75,3779,3929,4079,D0
A,2024-08-25 10:07:33-04:00,45529.42191,5981,,EDT,2024,8,25,10,7,150,7227,7527,7827,D0
B,2024-08-25 10:22:22-04:00,45529.4322,2656,,EDT,2024,8,25,10,22,75,3779,3929,4079,D0
A,2024-08-25 10:22:34-04:00,45529.43234,6188,,EDT,2024,8,25,10,22,150,7227,7527,7827,D0
B,2024-08-25 10:37:23-04:00,45529.44263,2659,,EDT,2024,8,25,10,37,75,3779,3929,4079,D0
A,2024-08-25 10:37:35-04:00,45529.44277,6059,,EDT,2024,8,25,10,37,150,7227,7527,7827,D0
B,2024-08-25 10:52:24-04:00,45529.45306,2595,,EDT,2024,8,25,10,52,75,3779,3929,4079,D0
B,2024-08-25 10:52:24-04:00,45529.45306,2595,,EDT,2024,8,25,10,52,75,3779,3929,4079,D0
A,2024-08-25 10:52:36-04:00,45529.45319,6228,,EDT,2024,8,25,10,52,150,7227,7527,7827,D0
B,2024-08-25 11:07:25-04:00,45529.46348,2619,,EDT,2024,8,25,11,7,75,3779,3929,4079,D0
A,2024-08-25 11:07:37-04:00,45529.46362,6277,,EDT,2024,8,25,11,7,150,7227,7527,7827,D0
B,2024-08-25 11:22:26-04:00,45529.47391,2576,,EDT,2024,8,25,11,22,75,3779,3929,4079,D0
A,2024-08-25 11:22:38-04:00,45529.47405,6608,,EDT,2024,8,25,11,22,150,7227,7527,7827,D0
B,2024-08-25 11:37:27-04:00,45529.48434,2625,,EDT,2024,8,25,11,37,75,3779,3929,4079,D0
B,2024-08-25 11:37:27-04:00,45529.48434,2625,,EDT,2024,8,25,11,37,75,3779,3929,4079,D0
A,2024-08-25 11:37:39-04:00,45529.48448,6962,,EDT,2024,8,25,11,37,150,7227,7527,7827,D0
B,2024-08-25 11:52:28-04:00,45529.49477,2598,,EDT,2024,8,25,11,52,75,3779,3929,4079,D0
A,2024-08-25 11:52:40-04:00,45529.49491,7042,,EDT,2024,8,25,11,52,150,7227,7527,7827,D0
B,2024-08-25 12:07:29-04:00,45529.5052,2608,,EDT,2024,8,25,12,7,75,3779,3929,4079,D0
B,2024-08-25 12:07:29-04:00,45529.5052,2608,,EDT,2024,8,25,12,7,75,3779,3929,4079,D0
A,2024-08-25 12:07:41-04:00,45529.50534,6994,,EDT,2024,8,25,12,7,150,7227,7527,7827,D0
B,2024-08-25 12:22:30-04:00,45529.51563,2639,,EDT,2024,8,25,12,22,75,3779,3929,4079,D0
A,2024-08-25 12:22:42-04:00,45529.51576,7012,,EDT,2024,8,25,12,22,150,7227,7527,7827,D0
B,2024-08-25 12:37:31-04:00,45529.52605,2706,,EDT,2024,8,25,12,37,75,3779,3929,4079,D0
B,2024-08-25 12:37:31-04:00,45529.52605,2706,,EDT,2024,8,25,12,37,75,3779,3929,4079,D0
A,2024-08-25 12:37:43-04:00,45529.52619,7040,,EDT,2024,8,25,12,37,150,7227,7527,7827,D0
B,2024-08-25 12:52:32-04:00,45529.53648,2634,,EDT,2024,8,25,12,52,75,3779,3929,4079,D0
A,2024-08-25 12:52:44-04:00,45529.53662,7088,,EDT,2024,8,25,12,52,150,7227,7527,7827,D0
B,2024-08-25 13:07:33-04:00,45529.54691,2656,,EDT,2024,8,25,13,7,75,3779,3929,4079,D0
A,2024-08-25 13:07:45-04:00,45529.54705,6928,,EDT,2024,8,25,13,7,150,7227,7527,7827,D0
B,2024-08-25 13:22:34-04:00,45529.55734,2646,,EDT,2024,8,25,13,22,75,3779,3929,4079,D0
A,2024-08-25 13:22:46-04:00,45529.55748,7111,,EDT,2024,8,25,13,22,150,7227,7527,7827,D0
B,2024-08-25 13:37:35-04:00,45529.56777,2661,,EDT,2024,8,25,13,37,75,3779,3929,4079,D0
B,2024-08-25 13:37:35-04:00,45529.56777,2661,,EDT,2024,8,25,13,37,75,3779,3929,4079,D0
A,2024-08-25 13:37:47-04:00,45529.56791,7102,,EDT,2024,8,25,13,37,150,7227,7527,7827,D0
B,2024-08-25 13:52:36-04:00,45529.57819,2677,,EDT,2024,8,25,13,52,75,3779,3929,4079,D0
A,2024-08-25 13:52:48-04:00,45529.57833,7026,,EDT,2024,8,25,13,52,150,7227,7527,7827,D0
B,2024-08-25 14:07:37-04:00,45529.58862,3969,,EDT,2024,8,25,14,7,75,3779,3929,4079,D2
A,2024-08-25 14:07:49-04:00,45529.58876,7170,,EDT,2024,8,25,14,7,150,7227,7527,7827,D0
B,2024-08-25 14:22:38-04:00,45529.59905,2679,,EDT,2024,8,25,14,22,75,3779,3929,4079,D0
A,2024-08-25 14:22:50-04:00,45529.59919,7154,,EDT,2024,8,25,14,22,150,7227,7527,7827,D0
B,2024-08-25 14:37:39-04:00,45529.60948,2808,,EDT,2024,8,25,14,37,75,3779,3929,4079,D0
A,2024-08-25 14:37:51-04:00,45529.60962,7177,,EDT,2024,8,25,14,37,150,7227,7527,7827,D0
B,2024-08-25 14:52:40-04:00,45529.61991,2678,,EDT,2024,8,25,14,52,75,3779,3929,4079,D0
A,2024-08-25 14:52:52-04:00,45529.62005,7174,,EDT,2024,8,25,14,52,150,7227,7527,7827,D0
B,2024-08-25 15:07:41-04:00,45529.63034,3211,,EDT,2024,8,25,15,7,75,3779,3929,4079,D0
A,2024-08-25 15:07:53-04:00,45529.63047,7235,,EDT,2024,8,25,15,7,150,7227,7527,7827,D1
B,2024-08-25 15:22:42-04:00,45529.64076,3048,,EDT,2024,8,25,15,22,75,3779,3929,4079,D0
A,2024-08-25 15:22:54-04:00,45529.6409,7294,,EDT,2024,8,25,15,22,150,7227,7527,7827,D1
B,2024-08-25 15:37:43-04:00,45529.65119,3264,,EDT,2024,8,25,15,37,75,3779,3929,4079,D0
A,2024-08-25 15:37:55-04:00,45529.65133,7250,,EDT,2024,8,25,15,37,150,7227,7527,7827,D1
B,2024-08-25 15:52:44-04:00,45529.66162,3247,,EDT,2024,8,25,15,52,75,3779,3929,4079,D0
A,2024-08-25 15:52:56-04:00,45529.66176,7183,,EDT,2024,8,25,15,52,150,7227,7527,7827,D1
B,2024-08-25 16:07:45-04:00,45529.67205,3049,,EDT,2024,8,25,16,7,75,3779,3929,4079,D0
A,2024-08-25 16:07:57-04:00,45529.67219,7319,,EDT,2024,8,25,16,7,150,7227,7527,7827,D1
B,2024-08-25 16:22:46-04:00,45529.68248,3569,,EDT,2024,8,25,16,22,75,3779,3929,4079,D0
B,2024-08-25 16:22:46-04:00,45529.68248,3569,,EDT,2024,8,25,16,22,75,3779,3929,4079,D0
A,2024-08-25 16:22:58-04:00,45529.68262,7373,,EDT,2024,8,25,16,22,150,7227,7527,7827,D1
B,2024-08-25 16:37:47-04:00,45529.69291,3213,,EDT,2024,8,25,16,37,75,3779,3929,4079,D0
A,2024-08-25 16:37:59-04:00,45529.69304,7264,,EDT,2024,8,25,16,37,150,7227,7527,7827,D1
B,2024-08-25 16:52:48-04:00,45529.70333,3296,,EDT,2024,8,25,16,52,75,3779,3929,4079,D0
A,2024-08-25 16:53:00-04:00,45529.70347,7187,,EDT,2024,8,25,16,53,150,7227,7527,7827,D1
B,2024-08-25 17:07:49-04:00,45529.71376,3645,,EDT,2024,8,25,17,7,75,3779,3929,4079,D0
A,2024-08-25 17:08:01-04:00,45529.7139,7210,,EDT,2024,8,25,17,8,150,7227,7527,7827,D1
B,2024-08-25 17:22:50-04:00,45529.72419,3589,,EDT,2024,8,25,17,22,75,3779,3929,4079,D0
A,2024-08-25 17:23:02-04:00,45529.72433,7262,,EDT,2024,8,25,17,23,150,7227,7527,7827,D1
B,2024-08-25 17:37:51-04:00,45529.73462,3641,,EDT,2024,8,25,17,37,75,3779,3929,4079,D0
A,2024-08-25 17:38:03-04:00,45529.73476,7178,,EDT,2024,8,25,17,38,150,7227,7527,7827,D1
B,2024-08-25 17:52:52-04:00,45529.74505,3735,,EDT,2024,8,25,17,52,75,3779,3929,4079,D0
A,2024-08-25 17:53:04-04:00,45529.74519,7440,,EDT,2024,8,25,17,53,150,7227,7527,7827,D1
B,2024-08-25 18:07:53-04:00,45529.75547,3879,,EDT,2024,8,25,18,7,75,3779,3929,4079,D1
B,2024-08-25 18:07:53-04:00,45529.75547,3879,,EDT,2024,8,25,18,7,75,3779,3929,4079,D1
A,2024-08-25 18:08:05-04:00,45529.75561,7266,,EDT,2024,8,25,18,8,150,7227,7527,7827,D1
B,2024-08-25 18:22:54-04:00,45529.7659,4093,,EDT,2024,8,25,18,22,75,3779,3929,4079,D3
A,2024-08-25 18:23:06-04:00,45529.76604,7065,,EDT,2024,8,25,18,23,150,7227,7527,7827,D0
B,2024-08-25 18:37:55-04:00,45529.77633,4065,,EDT,2024,8,25,18,37,75,3779,3929,4079,D3
A,2024-08-25 18:38:07-04:00,45529.77647,7011,,EDT,2024,8,25,18,38,150,7227,7527,7827,D0
B,2024-08-25 18:52:56-04:00,45529.78676,4123,,EDT,2024,8,25,18,52,75,3779,3929,4079,D3
B,2024-08-25 18:52:56-04:00,45529.78676,4123,,EDT,2024,8,25,18,52,75,3779,3929,4079,D3
A,2024-08-25 18:53:08-04:00,45529.7869,6755,,EDT,2024,8,25,18,53,150,7227,7527,7827,D0
B,2024-08-25 19:07:57-04:00,45529.79719,4134,,EDT,2024,8,25,19,7,75,3779,3929,4079,D3
A,2024-08-25 19:08:09-04:00,45529.79733,6818,,EDT,2024,8,25,19,8,150,7227,7527,7827,D0
B,2024-08-25 19:22:58-04:00,45529.80762,4071,,EDT,2024,8,25,19,22,75,3779,3929,4079,D3
A,2024-08-25 19:23:10-04:00,45529.80775,6775,,EDT,2024,8,25,19,23,150,7227,7527,7827,D0
B,2024-08-25 19:37:59-04:00,45529.81804,4107,,EDT,2024,8,25,19,37,75,3779,3929,4079,D3
A,2024-08-25 19:38:11-04:00,45529.81818,6748,,EDT,2024,8,25,19,38,150,7227,7527,7827,D0
B,2024-08-25 19:53:00-04:00,45529.82847,4152,,EDT,2024,8,25,19,53,75,3779,3929,4079,D3
A,2024-08-25 19:53:12-04:00,45529.82861,6581,,EDT,2024,8,25,19,53,150,7227,7527,7827,D0
B,2024-08-25 20:08:01-04:00,45529.8389,4471,,EDT,2024,8,25,20,8,75,3779,3929,4079,D3
A,2024-08-25 20:08:13-04:00,45529.83904,7066,,EDT,2024,8,25,20,8,150,7227,7527,7827,D0
B,2024-08-25 20:23:02-04:00,45529.84933,4522,,EDT,2024,8,25,20,23,75,3779,3929,4079,D3
A,2024-08-25 20:23:14-04:00,45529.84947,7127,,EDT,2024,8,25,20,23,150,7227,7527,7827,D0
B,2024-08-25 20:38:03-04:00,45529.85976,4561,,EDT,2024,8,25,20,38,75,3779,3929,4079,D3
A,2024-08-25 20:38:15-04:00,45529.8599,7187,,EDT,2024,8,25,20,38,150,7227,7527,7827,D0
B,2024-08-25 20:53:04-04:00,45529.87019,4391,,EDT,2024,8,25,20,53,75,3779,3929,4079,D3
A,2024-08-25 20:53:16-04:00,45529.87032,7182,,EDT,2024,8,25,20,53,150,7227,7527,7827,D0
B,2024-08-25 21:08:05-04:00,45529.88061,4381,,EDT,2024,8,25,21,8,75,3779,3929,4079,D3
A,2024-08-25 21:08:17-04:00,45529.88075,6969,,EDT,2024,8,25,21,8,150,7227,7527,7827,D0
B,2024-08-25 21:23:06-04:00,45529.89104,4327,,EDT,2024,8,25,21,23,75,3779,3929,4079,D3
A,2024-08-25 21:23:18-04:00,45529.89118,6865,,EDT,2024,8,25,21,23,150,7227,7527,7827,D0
B,2024-08-25 21:38:07-04:00,45529.90147,4241,,EDT,2024,8,25,21,38,75,3779,3929,4079,D3
A,2024-08-25 21:38:19-04:00,45529.90161,6946,,EDT,2024,8,25,21,38,150,7227,7527,7827,D0
B,2024-08-25 21:53:08-04:00,45529.9119,4336,,EDT,2024,8,25,21,53,75,3779,3929,4079,D3
A,2024-08-25 21:53:20-04:00,45529.91204,6678,,EDT,2024,8,25,21,53,150,7227,7527,7827,D0
B,2024-08-25 22:08:09-04:00,45529.92233,4313,,EDT,2024,8,25,22,8,75,3779,3929,4079,D3
A,2024-08-25 22:08:21-04:00,45529.92247,6729,,EDT,2024,8,25,22,8,150,7227,7527,7827,D0
B,2024-08-25 22:23:10-04:00,45529.93275,4317,,EDT,2024,8,25,22,23,75,3779,3929,4079,D3
A,2024-08-25 22:23:22-04:00,45529.93289,6499,,EDT,2024,8,25,22,23,150,7227,7527,7827,D0
B,2024-08-25 22:38:11-04:00,45529.94318,4280,,EDT,2024,8,25,22,38,75,3779,3929,4079,D3
A,2024-08-25 22:38:23-04:00,45529.94332,6484,,EDT,2024,8,25,22,38,150,7227,7527,7827,D0
B,2024-08-25 22:53:12-04:00,45529.95361,4230,,EDT,2024,8,25,22,53,75,3779,3929,4079,D3
A,2024-08-25 22:53:24-04:00,45529.95375,6455,,EDT,2024,8,25,22,53,150,7227,7527,7827,D0
B,2024-08-25 23:08:13-04:00,45529.96404,4196,,EDT,2024,8,25,23,8,75,3779,3929,4079,D3
A,2024-08-25 23:08:25-04:00,45529.96418,6456,,EDT,2024,8,25,23,8,150,7227,7527,7827,D0
B,2024-08-25 23:23:14-04:00,45529.97447,4121,,EDT,2024,8,25,23,23,75,3779,3929,4079,D3
A,2024-08-25 23:23:26-04:00,45529.97461,6303,,EDT,2024,8,25,23,23,150,7227,7527,7827,D0
B,2024-08-25 23:38:15-04:00,45529.9849,4144,,EDT,2024,8,25,23,38,75,3779,3929,4079,D3
A,2024-08-25 23:38:27-04:00,45529.98503,6236,,EDT,2024,8,25,23,38,150,7227,7527,7827,D0
B,2024-08-25 23:53:16-04:00,45529.99532,4062,,EDT,2024,8,25,23,53,75,3779,3929,4079,D3
A,2024-08-25 23:53:28-04:00,45529.99546,6170,,EDT,2024,8,25,23,53,150,7227,7527,7827,D0
B,2024-08-26 00:08:17-04:00,45530.00575,4062,,EDT,2024,8,26,0,8,75,3779,3929,4079,D3
B,2024-08-26 00:08:17-04:00,45530.00575,4062,,EDT,2024,8,26,0,8,75,3779,3929,4079,D3
A,2024-08-26 00:08:29-04:00,45530.00589,6138,,EDT,2024,8,26,0,8,150,7227,7527,7827,D0
B,2024-08-26 00:23:18-04:00,45530.01618,3994,,EDT,2024,8,26,0,23,75,3779,3929,4079,D2
A,2024-08-26 00:23:30-04:00,45530.01632,6049,,EDT,2024,8,26,0,23,150,7227,7527,7827,D0
B,2024-08-26 00:38:19-04:00,45530.02661,3965,,EDT,2024,8,26,0,38,75,3779,3929,4079,D2
A,2024-08-26 00:38:31-04:00,45530.02675,5957,,EDT,2024,8,26,0,38,150,7227,7527,7827,D0
A,2024-08-26 00:38:31-04:00,45530.02675,5957,,EDT,2024,8,26,0,38,150,7227,7527,7827,D0
B,2024-08-26 00:53:20-04:00,45530.03704,3961,,EDT,2024,8,26,0,53,75,3779,3929,4079,D2
